Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0.018;0.058	#	#	#	#	#	#	#	#	#	#	0.397;0.823	#	#	#	#	#	-0.025;0.455	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010001001010000010001000001000010100000000000001000000100000000010000100100000010000000000010001000101010001010110001000000001000001000000000100000010000000000000000000000000	0.096	0.791	1	647.88	9795	32	0.09		29	8608
9.912;13.139	0.039;0.067	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.013;0.594	#	#	#	#	#	#	#	#	#	#	#	010001100101000101000100100010001000000000000000000000000000000000100000000000001000000000001010101011000100010100000100000000000000000000000000000000000000000000000000000000	0.234	0.865	1	399.77	9804	41	0.09		29	114
#	#	#	#	#	#	#	#	#	0.175;0.278	#	#	-0.214;0.402	-0.134;0.175	#	#	#	#	#	#	#	#	6.600;11.488	#	1.545;4.749	#	#	#	#	#	#	-0.192;0.376	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	1	65.27	9825	62	0.18		29	29
#	#	#	#	#	#	#	#	#	#	-0.243;0.243	#	#	#	#	#	#	#	-0.286;0.286	#	#	#	-3.498;3.498	#	#	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	2	48.39	9966	203	0.09		29	29
#	#	#	0.428;0.699	#	#	#	-0.523;3.094	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	000000010101100001000100000110100000000000000000001000000000000000000000010000010000000000010000100001001000010010000100000000000000000000100000000000001000000000000010000000	0.111	0.803	2	485.44	9971	208	0.06		29	1009
#	#	0.007;0.042	0.228;0.508	0.056;0.111	#	#	#	#	#	0.301;0.902	#	#	#	#	#	#	#	#	#	#	#	-0.793;4.286	#	#	#	#	0.535;0.881	0.167;0.548	#	#	#	#	001000001010001010011001101010010100000000000100000000000000010000000101000000010000001000010001010100010000010011001010001000000000000000000000100000000000000100000000000000	0.122	0.810	1	464.56	9712	300	0.21		28	443
#	#	#	#	#	#	#	#	#	#	0.506;0.770	#	0.371;0.616	#	#	#	#	#	#	#	-0.955;1.425	#	#	#	#	#	#	#	#	#	-0.012;0.395	#	0.048;0.171	100000010101000001000101000100100101000001000000000000000000000000000000000000000000000000001010100010101000110010010100000000000000000000000000000000000000000000000000000000	0.096	0.791	2	587.61	9877	465	0.15		26	785
#	#	0.018;0.044	#	#	#	#	-0.370;2.730	#	#	0.209;0.620	0.064;0.113	#	#	#	#	#	#	#	#	#	-0.122;0.496	-1.103;5.606	#	#	#	#	#	#	#	#	#	#	011000001010001010001000101010010000000000000000000000000000000000000000000000010000000011010001000101010010000100000000000000000000000000000000000000000000000000000000001001	0.097	0.792	2	670.87	9699	638	0.18		26	3255
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.161;4.473	#	#	#	#	#	#	#	0.006;0.290	#	0.027;0.150	010101100000000101100010000000001010000000000000000000000000001000010000000000010000000000000010101010000100010100010100000010000000000000000000000000000000000000000000000000	0.116	0.806	2	644.50	9664	954	0.09		25	7655
#	#	#	#	-0.017;0.036	#	#	#	#	0.175;0.278	#	#	-0.214;0.402	-0.134;0.175	#	-0.745;0.821	#	#	#	#	#	-0.055;0.536	6.600;11.488	0.126;0.295	1.545;4.749	#	#	#	#	#	#	-0.192;0.376	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	2	67.36	9825	1115	0.30		25	25
