Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	#	#	#	#	-2.606;2.635	#	#	#	#	-0.019;0.207	#	#	#	0.136;0.191	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.087;0.271	-0.053;0.071	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.527	0.938	2	79.45	9825	62	0.15		29	57
#	#	#	#	#	#	#	#	#	#	#	#	-0.221;0.386	#	#	#	#	#	#	#	#	#	#	#	#	#	0.008;0.028	#	#	#	0.736;0.982	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.520	0.937	1	79.52	9883	120	0.09		28	56
#	#	#	#	#	#	#	#	#	#	#	0.065;0.110	#	#	#	#	#	#	#	#	-0.858;0.715	#	#	#	#	#	#	0.272;0.618	#	#	#	#	#	010101100000000100000000000001001000000000000000000000000000000001010000000000010000000000001010101010100000110100000100000000000000000000000000000000000000000000000000000000	0.121	0.809	2	681.45	9895	132	0.09		28	4894
#	#	#	#	0.009;0.063	#	#	#	0.018;0.212	#	0.187;0.623	#	#	#	#	#	-0.008;0.072	#	#	-1625241262536625150568686927389374667894868274526850548174383753131403336598331725928330341854257522118366722667674641170591872199659047254460126991246134145531011242393600.000;23627261262738623756461672889288447704130877260976834694592046267275350371596982952820800125618076232099121305697859959333125488649897961770638069265490149238799484858662912.000	#	#	#	#	#	#	#	#	#	#	#	#	#	011001010000101000010001000010010101100000000000010000000000000001000010100000010000000000000001010101000101010010000001010000000000000000000000000000000000000000010000000000	0.117	0.807	2	643.51	9898	135	0.15		28	7930
#	0.026;0.068	#	#	#	#	#	#	#	0.109;0.241	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	011001000100000000000101000000010101000000000000000000000000000000100000000010000000000100000000000101010100010100000000000000000000000000000000000000000000000000001000000000	0.146	0.825	1	586.74	9679	267	0.06		28	4735
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	1.091;1.936	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010000010000000000000000100000010000000000000000000000000000000100000010110000010000000000000000010101010101010110011000000000000000000000000000000000000000000001000000000000	0.152	0.828	1	631.47	9720	308	0.03		28	1931
#	#	#	#	#	#	#	-2.606;2.635	#	#	#	#	-0.019;0.207	#	#	-0.434;0.510	0.136;0.191	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.087;0.271	-0.053;0.071	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	1	79.67	9825	413	0.18		27	54
#	0.034;0.050	#	#	#	#	#	#	#	#	0.156;0.708	0.056;0.128	#	#	#	#	#	#	0.130;0.739	#	#	#	#	#	-2.116;5.394	#	#	#	#	#	#	#	#	100000000101000001010101010110000101000000000000010000000000000000000010101000010000001000000000110000101100110010010100000000000000011000000010000000010000000000000000000000	0.080	0.777	1	689.62	9832	420	0.15		27	8019
#	#	#	0.099;0.501	#	#	#	#	#	#	#	#	0.350;0.994	#	#	#	#	#	#	#	#	#	-1.086;5.814	#	#	#	#	#	#	#	#	0.352;0.850	#	010001000010010100000001100001010100000000001000000000000010000000000000010000010100000000010000000101010001010100100100110000000000000000000000000000000000000000000000000000	0.112	0.803	3	684.38	9909	497	0.12		26	8582
1.887;8.802	#	#	#	#	#	#	#	#	#	#	#	0.513;0.857	#	#	#	#	#	#	-17786852878813778307085118136665294540374468468263380129027648200399167087190111847106299562536889325623558231108476748577582810644698680706140892864128419230323080005943296.000;39788852878813796546277598585112535498478086369775764702775583399465019419571106948972924138792007405131129981321315966277945960976809399591610154298039186340160722597576704.000	#	#	#	#	#	#	#	#	#	#	#	#	#	011001000000000010010000000000010000000000000100000000000000000100000000000000000000000000010000010100010100010001001010000100000000000100000000000000000000000000000000000000	0.129	0.815	1	663.99	9930	518	0.09		27	6271
#	#	#	#	#	#	#	#	#	#	-0.119;0.119	#	-0.131;0.131	-0.049;0.080	-23.462;23.462	#	#	#	#	-9706041060624697320362198735946782614781821992037027341151334390868722222368748969214233230557865061907898220239554121516507215587029899991549056197050986055009077446049792.000;31708063080826720566532292147564544199820527390953452806889384044658981105265044555550229326791795787817875478930845141297388318194253427151615065264464294424672826631913472.000	#	#	#	-0.143;0.143	#	-0.018;0.018	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	53.69	9966	905	0.21		26	26
0.157;6.150	#	#	#	#	#	#	#	#	#	#	#	0.594;0.966	0.147;0.328	#	-0.235;1.604	#	#	#	#	#	0.081;0.469	-0.893;4.091	#	#	#	#	#	-0.137;0.460	#	#	#	#	100001000000000000000001000010000101000000000000000000000000010000000100100000010000001000010000000100000100010001000000010000000000000110001000100100000000000100000000000000	0.136	0.819	2	528.10	9989	928	0.21		26	904
#	#	#	#	-0.018;0.037	#	#	-2.606;2.635	#	#	#	#	-0.019;0.207	#	#	#	0.136;0.191	#	#	#	#	#	#	#	#	#	#	-0.156;0.355	#	#	#	-0.087;0.271	-0.053;0.071	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.520	0.937	2	79.83	9825	1115	0.21		25	50
